subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,25528
Washington D.C.,twinned administrative body,Maryland,25528
Alabama,shares border with,Washington D.C.,25528
Arizona,shares border with,Washington D.C.,25528
California,shares border with,Washington D.C.,25528
Illinois,shares border with,Washington D.C.,25528
Missouri,shares border with,Washington D.C.,25528
Nevada,shares border with,Washington D.C.,25528
New Jersey,shares border with,Washington D.C.,25528
New York,shares border with,Washington D.C.,25528
Alabama,shares border with,Washington D.C.,25528
Arizona,shares border with,Washington D.C.,25528
California,shares border with,Washington D.C.,25528
Illinois,shares border with,Washington D.C.,25528
Missouri,shares border with,Washington D.C.,25528
Nevada,shares border with,Washington D.C.,25528
New Jersey,shares border with,Washington D.C.,25528
New Mexico,shares border with,Washington D.C.,25528
