subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,23095
Washington D.C.,twinned administrative body,Maryland,23095
Alabama,shares border with,Washington D.C.,23095
Arizona,shares border with,Washington D.C.,23095
California,shares border with,Washington D.C.,23095
Illinois,shares border with,Washington D.C.,23095
Missouri,shares border with,Washington D.C.,23095
Nevada,shares border with,Washington D.C.,23095
New Jersey,shares border with,Washington D.C.,23095
New York,shares border with,Washington D.C.,23095
Alabama,shares border with,Washington D.C.,23095
Arizona,shares border with,Washington D.C.,23095
California,shares border with,Washington D.C.,23095
Illinois,shares border with,Washington D.C.,23095
Missouri,shares border with,Washington D.C.,23095
Nevada,shares border with,Washington D.C.,23095
New Jersey,shares border with,Washington D.C.,23095
New Mexico,shares border with,Washington D.C.,23095
