subject,predicate,object,fe_id
San Antonio Heights,shares border with,Upland,27609
Upland,shares border with,San Antonio Heights,27609
San Antonio Heights,shares border with,Upland,27609
San Antonio Heights,shares border with,Upland,27609
San Antonio Heights,shares border with,Upland,27609
Upland,shares border with,San Antonio Heights,27609
Upland,shares border with,San Antonio Heights,27609
San Antonio Heights,shares border with,Upland,27609
San Antonio Heights,shares border with,Upland,27609
Upland,shares border with,San Antonio Heights,27609
Upland,shares border with,San Antonio Heights,27609
