subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,30001
Washington D.C.,twinned administrative body,Maryland,30001
Alabama,shares border with,Washington D.C.,30001
Arizona,shares border with,Washington D.C.,30001
California,shares border with,Washington D.C.,30001
Illinois,shares border with,Washington D.C.,30001
Missouri,shares border with,Washington D.C.,30001
Nevada,shares border with,Washington D.C.,30001
New Jersey,shares border with,Washington D.C.,30001
New York,shares border with,Washington D.C.,30001
Alabama,shares border with,Washington D.C.,30001
Arizona,shares border with,Washington D.C.,30001
California,shares border with,Washington D.C.,30001
Illinois,shares border with,Washington D.C.,30001
Missouri,shares border with,Washington D.C.,30001
Nevada,shares border with,Washington D.C.,30001
New Jersey,shares border with,Washington D.C.,30001
New Mexico,shares border with,Washington D.C.,30001
