text,label,fe_id
Sunday,DATE,12967
one,CARDINAL,12967
Richmond Heights,GPE,12967
Miami-Dade,GPE,12967
three,CARDINAL,12967
Xavier Davidson,PERSON,12967
8,DATE,12967
Miami,GPE,12967
around 5:20 p.m.,TIME,12967
15000,CARDINAL,12967
Monroe Street,FAC,12967
John Jenkins,PERSON,12967
Miami,GPE,12967
Miami-Dade,GPE,12967
Joe White III,PERSON,12967
48,DATE,12967
Miami,GPE,12967
Pontiac,ORG,12967
Davidson,PERSON,12967
"50,000-Pound",QUANTITY,12967
three,CARDINAL,12967
Kendall Regional Hospital,ORG,12967
Aniel Santos,PERSON,12967
Santos,PERSON,12967
NBC,ORG,12967
6,CARDINAL,12967
Davidsons,ORG,12967
the day,DATE,12967
a bad day,DATE,12967
