text,label,fe_id
Erin Hughes,PERSON,10275
Jason Arsenault,PERSON,10275
Blackhawk,PRODUCT,10275
Arsenault,ORG,10275
30,DATE,10275
Newton,GPE,10275
late Monday night,TIME,10275
Ross Clark Circle,PERSON,10275
Houston County,GPE,10275
Ben Earnest,PERSON,10275
Arsenault,ORG,10275
around 10:30 p.m.,TIME,10275
Southeast Alabama Medical,ORG,10275
Earnest,PERSON,10275
Arsenault,ORG,10275
Army,ORG,10275
Arsenault,ORG,10275
two,CARDINAL,10275
Iraq,GPE,10275
2008,DATE,10275
Erin Hughes,PERSON,10275
Arsenault,ORG,10275
Blackhawk,PRODUCT,10275
Iraq,GPE,10275
Henry Hughes,PERSON,10275
three,CARDINAL,10275
Army,ORG,10275
the Middle East,LOC,10275
Post Traumatic Stress Disorder,ORG,10275
Army,ORG,10275
Fort Rucker,FAC,10275
Army Fleet Support,ORG,10275
Army,ORG,10275
Arsenault,ORG,10275
two,CARDINAL,10275
Dothan,GPE,10275
Greg Benton,PERSON,10275
Houston County Sheriff,GPE,10275
Andy Hughes,PERSON,10275
the Alabama Bureau of Investigation,ORG,10275
Benton,PERSON,10275
Andy Hughes,PERSON,10275
Dothan,GPE,10275
West Main Street,LOC,10275
John D. Odom Road,PERSON,10275
West Main Street,LOC,10275
West Main Street,LOC,10275
Arsenault,ORG,10275
Arsenault,ORG,10275
Main Street,FAC,10275
3400,CARDINAL,10275
Ross Clark Circle,PERSON,10275
Hooters,PERSON,10275
PIT,ORG,10275
Arsenault,ORG,10275
Arsenault,ORG,10275
Andy Hughes,PERSON,10275
Alan Hendrickson,PERSON,10275
Arsenault,ORG,10275
Andy Hughes,PERSON,10275
Alabama State Troopers,ORG,10275
Erin Hughes,PERSON,10275
Arsenault,ORG,10275
Erin Hughes,PERSON,10275
Jason,PERSON,10275
