subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,2599
Washington D.C.,twinned administrative body,Maryland,2599
Alabama,shares border with,Washington D.C.,2599
Arizona,shares border with,Washington D.C.,2599
California,shares border with,Washington D.C.,2599
Illinois,shares border with,Washington D.C.,2599
Missouri,shares border with,Washington D.C.,2599
Nevada,shares border with,Washington D.C.,2599
New Jersey,shares border with,Washington D.C.,2599
New York,shares border with,Washington D.C.,2599
Alabama,shares border with,Washington D.C.,2599
Arizona,shares border with,Washington D.C.,2599
California,shares border with,Washington D.C.,2599
Illinois,shares border with,Washington D.C.,2599
Missouri,shares border with,Washington D.C.,2599
Nevada,shares border with,Washington D.C.,2599
New Jersey,shares border with,Washington D.C.,2599
New Mexico,shares border with,Washington D.C.,2599
