text,label,fe_id
23-year-old,DATE,2565
South Carolina,GPE,2565
Shreveport,GPE,2565
Wednesday afternoon,TIME,2565
Two,CARDINAL,2565
Parish Sheriff's,PERSON,2565
two,CARDINAL,2565
South Carolina,GPE,2565
Wednesday morning,TIME,2565
Interstate 20,FAC,2565
Shreveport,GPE,2565
Two,CARDINAL,2565
K-9,ORG,2565
two,CARDINAL,2565
About 30 minutes later,TIME,2565
23-year-old,DATE,2565
Letim Harris,PERSON,2565
Columbia,GPE,2565
SC,ORG,2565
Harris,PERSON,2565
Harris,PERSON,2565
Shreveport,GPE,2565
several hours later,TIME,2565
Steve Prator,PERSON,2565
Harris,PERSON,2565
Harris,PERSON,2565
nearly a million dollars,MONEY,2565
marijuana,PERSON,2565
"896,000",MONEY,2565
second,ORDINAL,2565
26-year-old,DATE,2565
Kenneth Davis,PERSON,2565
Columbia,ORG,2565
SC,ORG,2565
two,CARDINAL,2565
22-year-old,DATE,2565
Johnathan Holley,PERSON,2565
Columbia,GPE,2565
SC,ORG,2565
23-year-old,DATE,2565
Trenton Simpson,PERSON,2565
SC,ORG,2565
marijuana,PERSON,2565
marijuana,PERSON,2565
Prator,PERSON,2565
two,CARDINAL,2565
El Paso,GPE,2565
Texas,GPE,2565
marijuana,PERSON,2565
Prator,PERSON,2565
South Carolina,GPE,2565
