subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,12993
Washington D.C.,twinned administrative body,Maryland,12993
Alabama,shares border with,Washington D.C.,12993
Arizona,shares border with,Washington D.C.,12993
California,shares border with,Washington D.C.,12993
Illinois,shares border with,Washington D.C.,12993
Missouri,shares border with,Washington D.C.,12993
Nevada,shares border with,Washington D.C.,12993
New Jersey,shares border with,Washington D.C.,12993
New York,shares border with,Washington D.C.,12993
Alabama,shares border with,Washington D.C.,12993
Arizona,shares border with,Washington D.C.,12993
California,shares border with,Washington D.C.,12993
Illinois,shares border with,Washington D.C.,12993
Missouri,shares border with,Washington D.C.,12993
Nevada,shares border with,Washington D.C.,12993
New Jersey,shares border with,Washington D.C.,12993
New Mexico,shares border with,Washington D.C.,12993
