subject,predicate,object,fe_id
Donte Howlett,date of death,"Jul 22, 2008",22714
Donte Howlett,date of death,"Jul 22, 2008",22714
Donte Howlett,date of death,"Jul 22, 2008",22714
Javon Butts,date of death,"Jul 22, 2008",22714
Javon Butts,date of death,"Jul 22, 2008",22714
Javon Butts,date of death,"Jul 22, 2008",22714
Donte Howlett,date of death,"Jul 22, 2008",22714
Donte Howlett,date of death,"Jul 22, 2008",22714
Donte Howlett,date of death,"Jul 22, 2008",22714
Donte Howlett,date of death,"Jul 22, 2008",22714
Donte Howlett,date of death,"Jul 22, 2008",22714
Donte Howlett,date of death,"Jul 22, 2008",22714
Javon Butts,place of death,"Petersburg, VA",22714
Javon Butts,place of death,"Petersburg, VA",22714
