text,label,fe_id
Dana Nichols,PERSON,1526
Stockton,GPE,1526
eight,CARDINAL,1526
Stockton,GPE,1526
dawn,TIME,1526
Wednesday,DATE,1526
Bobby Carl,PERSON,1526
Washington,GPE,1526
a year,DATE,1526
Washington,GPE,1526
36,DATE,1526
hours,TIME,1526
Washington,GPE,1526
Washington,GPE,1526
Washington,GPE,1526
Wednesday night,TIME,1526
Washington,GPE,1526
Stockton,GPE,1526
the National Association for the Advancement of Colored People,ORG,1526
first,ORDINAL,1526
third,ORDINAL,1526
this year,DATE,1526
Stockton,GPE,1526
Last year,DATE,1526
Stockton,GPE,1526
only two,CARDINAL,1526
Doug Anderson,PERSON,1526
Washington,GPE,1526
Michael Washington,PERSON,1526
3:22 a.m.,TIME,1526
Anderson,PERSON,1526
Anderson,PERSON,1526
Michael Washington,PERSON,1526
Bobby,PERSON,1526
about four years,DATE,1526
the cul-de-sac end,FAC,1526
Amsterdam Court,ORG,1526
Bobby Washington,PERSON,1526
March 2001,DATE,1526
Bobby Washington,PERSON,1526
more than a week ago,DATE,1526
Michael Washington,PERSON,1526
Michael Washington,PERSON,1526
Bobby Washington,PERSON,1526
one-year,DATE,1526
March,DATE,1526
"26, 2001",DATE,1526
Saturday,DATE,1526
Anderson,PERSON,1526
Washington,GPE,1526
PCP,ORG,1526
Saturday,DATE,1526
morning,TIME,1526
three,CARDINAL,1526
Wilson,ORG,1526
Washington,GPE,1526
Washington,GPE,1526
later that day,DATE,1526
One,CARDINAL,1526
one,CARDINAL,1526
two,CARDINAL,1526
Anderson,PERSON,1526
two,CARDINAL,1526
Amsterdam Court,ORG,1526
3:29 a.m.,TIME,1526
Wednesday,DATE,1526
3:33 a.m.,TIME,1526
Washington,GPE,1526
Anderson,PERSON,1526
Washington,GPE,1526
Special Weapons and Tactics,ORG,1526
Washington,GPE,1526
Anderson,PERSON,1526
the next several hours,DATE,1526
Washington,GPE,1526
one,CARDINAL,1526
Anderson,PERSON,1526
Anderson,PERSON,1526
Washington,GPE,1526
Wilisha Beatty-Washington,PERSON,1526
20,CARDINAL,1526
Erica Washington,PERSON,1526
Beatty-Washington,ORG,1526
Beatty-Washington,PERSON,1526
Wednesday,DATE,1526
morning,TIME,1526
6 a.m.,TIME,1526
Anderson,PERSON,1526
Michael,PERSON,1526
Washington,GPE,1526
Michael Washington,PERSON,1526
second,ORDINAL,1526
one,CARDINAL,1526
Michael,PERSON,1526
Washington,GPE,1526
Michael Washington,PERSON,1526
Willie Douglas,PERSON,1526
NAACP,ORG,1526
Washington,GPE,1526
Douglas,PERSON,1526
Anderson,PERSON,1526
today,DATE,1526
Anderson,PERSON,1526
almost seven years,DATE,1526
2001,DATE,1526
Stockton,GPE,1526
three,CARDINAL,1526
this year,DATE,1526
Feb. 21,DATE,1526
Andre Johnson,PERSON,1526
34,DATE,1526
Johnson,PERSON,1526
18-month-old,DATE,1526
Weston Ranch,ORG,1526
March 3,DATE,1526
Orlando Aguila,PERSON,1526
29,DATE,1526
Aguila,PERSON,1526
Stockton,GPE,1526
Aguila,PERSON,1526
Aguila,PERSON,1526
Aguila,PERSON,1526
Beatty-Washington,PERSON,1526
Erica Washington,PERSON,1526
Bobby Washington,PERSON,1526
"Bobby

Jr.",PERSON,1526
"Gladys, Keyonte",GPE,1526
Jonathan,PERSON,1526
Perry,PERSON,1526
Brandi,ORG,1526
Breann,PERSON,1526
Metro,PRODUCT,1526
Dana Nichols,PERSON,1526
546,CARDINAL,1526
Fran Bott,PERSON,1526
WASHINGTON,GPE,1526
8,CARDINAL,1526
Wilisha Beatty-Washington,PERSON,1526
Wednesday,DATE,1526
"Bobby

",PERSON,1526
Carl Washington Sr.,PERSON,1526
Page A8,PERSON,1526
Bobby Carl,PERSON,1526
dawn,TIME,1526
Map,PERSON,1526
2002,DATE,1526
"World Companies, Inc.",ORG,1526
