text,label,fe_id
"Times Staff Writer

Authorities",ORG,4676
Wednesday,DATE,4676
Anaheim,ORG,4676
Rudy Delgado,PERSON,4676
18 years,DATE,4676
23-year-old,DATE,4676
Juan Alvarez Velasquez,PERSON,4676
Tuesday,DATE,4676
Sgt,PERSON,4676
Rick Martinez,PERSON,4676
Velasquez,ORG,4676
Martinez,PERSON,4676
Velasquez,ORG,4676
1998,DATE,4676
Honda,ORG,4676
Civic,PRODUCT,4676
Moraga Street,FAC,4676
Sequoia Avenue,FAC,4676
Tuesday,DATE,4676
2005,DATE,4676
that morning,TIME,4676
Martinez,PERSON,4676
Martinez,PERSON,4676
Velasquez,GPE,4676
Anaheim,ORG,4676
one,CARDINAL,4676
Alamo Street,FAC,4676
Velasquez,ORG,4676
Martinez,PERSON,4676
Anaheim,ORG,4676
Orange County,GPE,4676
