text,label,fe_id
BALTIMORE,ORG,26926
Baltimore,GPE,26926
Monday night,TIME,26926
Monday,DATE,26926
evening,TIME,26926
Interstate 70,FAC,26926
Security Boulevard,FAC,26926
several hours,TIME,26926
around 9:15 p.m.,TIME,26926
1100,DATE,26926
Cooks Lane,ORG,26926
Baltimore,GPE,26926
"October 28, 2019",DATE,26926
Monday,DATE,26926
evening rush hour,TIME,26926
@MDSP,ORG,26926
Park & Ride,ORG,26926
I-70 & Security Blvd,ORG,26926
Inner Loop I-695,ORG,26926
MD State Police (@MDSP,ORG,26926
"October 28, 2019",DATE,26926
Security Blvd,ORG,26926
⁦@wjz⁩ pic.twitter.com/Xtd0UidYAy — Avajoye Burnett,PERSON,26926
@AvajoyeWJZ,GPE,26926
"October 28, 2019",DATE,26926
WJZ,ORG,26926
