subject,predicate,object,fe_id
Arkansas,shares border with,Louisiana,9537
Arkansas,contains administrative territorial entity,"Miller County, Arkansas",9537
Louisiana,shares border with,Arkansas,9537
Louisiana,contains administrative territorial entity,"Miller County, Arkansas",9537
"Miller County, Arkansas",located in the administrative territorial entity,Arkansas,9537
"Miller County, Arkansas",located in the administrative territorial entity,Louisiana,9537
Arkansas,shares border with,Louisiana,9537
Louisiana,shares border with,Arkansas,9537
Arkansas,shares border with,Louisiana,9537
Arkansas,contains administrative territorial entity,"Miller County, Arkansas",9537
Louisiana,shares border with,Arkansas,9537
"Miller County, Arkansas",located in the administrative territorial entity,Arkansas,9537
