subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,24910
Washington D.C.,twinned administrative body,Maryland,24910
Alabama,shares border with,Washington D.C.,24910
Arizona,shares border with,Washington D.C.,24910
California,shares border with,Washington D.C.,24910
Illinois,shares border with,Washington D.C.,24910
Missouri,shares border with,Washington D.C.,24910
Nevada,shares border with,Washington D.C.,24910
New Jersey,shares border with,Washington D.C.,24910
New York,shares border with,Washington D.C.,24910
Alabama,shares border with,Washington D.C.,24910
Arizona,shares border with,Washington D.C.,24910
California,shares border with,Washington D.C.,24910
Illinois,shares border with,Washington D.C.,24910
Missouri,shares border with,Washington D.C.,24910
Nevada,shares border with,Washington D.C.,24910
New Jersey,shares border with,Washington D.C.,24910
New Mexico,shares border with,Washington D.C.,24910
