subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,12201
Washington D.C.,twinned administrative body,Maryland,12201
Alabama,shares border with,Washington D.C.,12201
Arizona,shares border with,Washington D.C.,12201
California,shares border with,Washington D.C.,12201
Illinois,shares border with,Washington D.C.,12201
Missouri,shares border with,Washington D.C.,12201
Nevada,shares border with,Washington D.C.,12201
New Jersey,shares border with,Washington D.C.,12201
New York,shares border with,Washington D.C.,12201
Alabama,shares border with,Washington D.C.,12201
Arizona,shares border with,Washington D.C.,12201
California,shares border with,Washington D.C.,12201
Illinois,shares border with,Washington D.C.,12201
Missouri,shares border with,Washington D.C.,12201
Nevada,shares border with,Washington D.C.,12201
New Jersey,shares border with,Washington D.C.,12201
New Mexico,shares border with,Washington D.C.,12201
