subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,3440
Washington D.C.,twinned administrative body,Maryland,3440
Alabama,shares border with,Washington D.C.,3440
Arizona,shares border with,Washington D.C.,3440
California,shares border with,Washington D.C.,3440
Illinois,shares border with,Washington D.C.,3440
Missouri,shares border with,Washington D.C.,3440
Nevada,shares border with,Washington D.C.,3440
New Jersey,shares border with,Washington D.C.,3440
New York,shares border with,Washington D.C.,3440
Alabama,shares border with,Washington D.C.,3440
Arizona,shares border with,Washington D.C.,3440
California,shares border with,Washington D.C.,3440
Illinois,shares border with,Washington D.C.,3440
Missouri,shares border with,Washington D.C.,3440
Nevada,shares border with,Washington D.C.,3440
New Jersey,shares border with,Washington D.C.,3440
New Mexico,shares border with,Washington D.C.,3440
