subject,predicate,object,fe_id
Jose Raymundo Novoa,date of death,"Nov 02, 2007",6725
Jose Raymundo Novoa,date of death,"Nov 02, 2007",6725
Jose Novoa,date of death,"Nov 02, 2007",6725
Jose Novoa,date of death,"Nov 02, 2007",6725
Jose Novoa,date of death,"Nov 02, 2007",6725
Jose Novoa,date of death,"Nov 02, 2007",6725
Jose Novoa,date of death,"Nov 02, 2007",6725
Jose Novoa,date of death,"Nov 02, 2007",6725
Jose Raymundo Novoa,date of death,"Nov 02, 2007",6725
Jose Raymundo Novoa,date of death,"Nov 02, 2007",6725
