text,label,fe_id
HOUSTON,GPE,28487
Texas,GPE,28487
KTRK,PERSON,28487
Dane Norris,PERSON,28487
first,ORDINAL,28487
911,CARDINAL,28487
Friday night around 6:30 p.m.,TIME,28487
6800,CARDINAL,28487
1942,DATE,28487
SWAT,ORG,28487
Norris,ORG,28487
41 years old,DATE,28487
Harris County Sheriff's,ORG,28487
Robert Schields,PERSON,28487
first,ORDINAL,28487
around 10 a.m.,TIME,28487
Saturday,DATE,28487
one,CARDINAL,28487
Schields,PERSON,28487
July 10,DATE,28487
several days,DATE,28487
Schields,PERSON,28487
