subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,30490
Washington D.C.,twinned administrative body,Maryland,30490
Alabama,shares border with,Washington D.C.,30490
Arizona,shares border with,Washington D.C.,30490
California,shares border with,Washington D.C.,30490
Illinois,shares border with,Washington D.C.,30490
Missouri,shares border with,Washington D.C.,30490
Nevada,shares border with,Washington D.C.,30490
New Jersey,shares border with,Washington D.C.,30490
New York,shares border with,Washington D.C.,30490
Alabama,shares border with,Washington D.C.,30490
Arizona,shares border with,Washington D.C.,30490
California,shares border with,Washington D.C.,30490
Illinois,shares border with,Washington D.C.,30490
Missouri,shares border with,Washington D.C.,30490
Nevada,shares border with,Washington D.C.,30490
New Jersey,shares border with,Washington D.C.,30490
New Mexico,shares border with,Washington D.C.,30490
