subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,26097
Washington D.C.,twinned administrative body,Maryland,26097
Alabama,shares border with,Washington D.C.,26097
Arizona,shares border with,Washington D.C.,26097
California,shares border with,Washington D.C.,26097
Illinois,shares border with,Washington D.C.,26097
Missouri,shares border with,Washington D.C.,26097
Nevada,shares border with,Washington D.C.,26097
New Jersey,shares border with,Washington D.C.,26097
New York,shares border with,Washington D.C.,26097
Alabama,shares border with,Washington D.C.,26097
Arizona,shares border with,Washington D.C.,26097
California,shares border with,Washington D.C.,26097
Illinois,shares border with,Washington D.C.,26097
Missouri,shares border with,Washington D.C.,26097
Nevada,shares border with,Washington D.C.,26097
New Jersey,shares border with,Washington D.C.,26097
New Mexico,shares border with,Washington D.C.,26097
