subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,9321
Washington D.C.,twinned administrative body,Maryland,9321
Alabama,shares border with,Washington D.C.,9321
Arizona,shares border with,Washington D.C.,9321
California,shares border with,Washington D.C.,9321
Illinois,shares border with,Washington D.C.,9321
Missouri,shares border with,Washington D.C.,9321
Nevada,shares border with,Washington D.C.,9321
New Jersey,shares border with,Washington D.C.,9321
New York,shares border with,Washington D.C.,9321
Alabama,shares border with,Washington D.C.,9321
Arizona,shares border with,Washington D.C.,9321
California,shares border with,Washington D.C.,9321
Illinois,shares border with,Washington D.C.,9321
Missouri,shares border with,Washington D.C.,9321
Nevada,shares border with,Washington D.C.,9321
New Jersey,shares border with,Washington D.C.,9321
New Mexico,shares border with,Washington D.C.,9321
