text,label,fe_id
three,CARDINAL,29612
Friday,DATE,29612
night,TIME,29612
Speedway,ORG,29612
5000,DATE,29612
Olive Road,FAC,29612
Shiloh Springs Road,ORG,29612
around 10:15 p.m.,TIME,29612
Friday,DATE,29612
Andrew Hogan,PERSON,29612
25,DATE,29612
Trotwood,GPE,29612
Montgomery County,ORG,29612
Kent Harshbarger,PERSON,29612
Democrats,NORP,29612
yearly,DATE,29612
"3,000",MONEY,29612
at least one,CARDINAL,29612
Hogan,PERSON,29612
Erik Wilson,PERSON,29612
three,CARDINAL,29612
Wilson,PERSON,29612
Wilson,ORG,29612
Wilson,ORG,29612
Hogan,PERSON,29612
Shiloh Springs Road,ORG,29612
Kensington,GPE,29612
one,CARDINAL,29612
Joseph McCrary,PERSON,29612
Wilson,ORG,29612
Taser,ORG,29612
Hogan,PERSON,29612
Hogan,PERSON,29612
700,CARDINAL,29612
Kelford Place,PERSON,29612
McCrary,PERSON,29612
McCrary,PERSON,29612
Wilson,ORG,29612
The Ohio Bureau of Criminal Investigation,ORG,29612
Wilson,ORG,29612
Hogan,PERSON,29612
Hogan,PERSON,29612
the Dayton Chapter,ORG,29612
NAACP,ORG,29612
Bernett Hogan,PERSON,29612
Andrew,PERSON,29612
NAACP,ORG,29612
Sunday,DATE,29612
Wilson,ORG,29612
Dayton NAACP Chapter,ORG,29612
Derrick Forward,PERSON,29612
Cox Media Group,ORG,29612
