subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,14647
Washington D.C.,twinned administrative body,Maryland,14647
Alabama,shares border with,Washington D.C.,14647
Arizona,shares border with,Washington D.C.,14647
California,shares border with,Washington D.C.,14647
Illinois,shares border with,Washington D.C.,14647
Missouri,shares border with,Washington D.C.,14647
Nevada,shares border with,Washington D.C.,14647
New Jersey,shares border with,Washington D.C.,14647
New York,shares border with,Washington D.C.,14647
Alabama,shares border with,Washington D.C.,14647
Arizona,shares border with,Washington D.C.,14647
California,shares border with,Washington D.C.,14647
Illinois,shares border with,Washington D.C.,14647
Missouri,shares border with,Washington D.C.,14647
Nevada,shares border with,Washington D.C.,14647
New Jersey,shares border with,Washington D.C.,14647
New Mexico,shares border with,Washington D.C.,14647
