subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,25355
Washington D.C.,twinned administrative body,Maryland,25355
Alabama,shares border with,Washington D.C.,25355
Arizona,shares border with,Washington D.C.,25355
California,shares border with,Washington D.C.,25355
Illinois,shares border with,Washington D.C.,25355
Missouri,shares border with,Washington D.C.,25355
Nevada,shares border with,Washington D.C.,25355
New Jersey,shares border with,Washington D.C.,25355
New York,shares border with,Washington D.C.,25355
Alabama,shares border with,Washington D.C.,25355
Arizona,shares border with,Washington D.C.,25355
California,shares border with,Washington D.C.,25355
Illinois,shares border with,Washington D.C.,25355
Missouri,shares border with,Washington D.C.,25355
Nevada,shares border with,Washington D.C.,25355
New Jersey,shares border with,Washington D.C.,25355
New Mexico,shares border with,Washington D.C.,25355
