text,label,fe_id
NM,ORG,23018
Clovis Police Officer Brent Aquilar,ORG,23018
Ninth Judicial,ORG,23018
Andrea Reeb,PERSON,23018
October of 2018,DATE,23018
Officer Brent Aguilar,ORG,23018
600,CARDINAL,23018
South Prince Street,GPE,23018
Aguilar,PERSON,23018
22-year-old,DATE,23018
Aaron Joseph Chavez,PERSON,23018
Chavez,PERSON,23018
Chavez,PERSON,23018
The New Mexico State Police,ORG,23018
Brent Aguilar,PERSON,23018
a few days later,DATE,23018
Aguilar,ORG,23018
Chavez,PERSON,23018
Chavez,PERSON,23018
Aguilar,ORG,23018
Chavez,PERSON,23018
Aguilar,PERSON,23018
Chavez,PERSON,23018
Aguilar,PRODUCT,23018
Chavez,PERSON,23018
Chavez,PERSON,23018
Aguilar,PERSON,23018
October 16 of 2018,DATE,23018
Reeb,ORG,23018
April 11,DATE,23018
last Friday,DATE,23018
Officer Aguilar,ORG,23018
Aaron Chavez,PERSON,23018
Chavez,PERSON,23018
Reeb,ORG,23018
Aaron Chavez,PERSON,23018
2019,DATE,23018
