subject,predicate,object,fe_id
Ephrata,located in the administrative territorial entity,Lancaster County,20679
New Holland,located in the administrative territorial entity,Lancaster County,20679
East Cocalico,located in the administrative territorial entity,Lancaster County,20679
East Earl,located in the administrative territorial entity,Lancaster County,20679
West Earl,located in the administrative territorial entity,Lancaster County,20679
Warwick,located in the administrative territorial entity,Lancaster County,20679
Ephrata,located in the administrative territorial entity,Lancaster County,20679
East Cocalico,located in the administrative territorial entity,Lancaster County,20679
West Earl,located in the administrative territorial entity,Lancaster County,20679
Warwick,located in the administrative territorial entity,Lancaster County,20679
