subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,27919
Washington D.C.,twinned administrative body,Maryland,27919
Alabama,shares border with,Washington D.C.,27919
Arizona,shares border with,Washington D.C.,27919
California,shares border with,Washington D.C.,27919
Illinois,shares border with,Washington D.C.,27919
Missouri,shares border with,Washington D.C.,27919
Nevada,shares border with,Washington D.C.,27919
New Jersey,shares border with,Washington D.C.,27919
New York,shares border with,Washington D.C.,27919
Alabama,shares border with,Washington D.C.,27919
Arizona,shares border with,Washington D.C.,27919
California,shares border with,Washington D.C.,27919
Illinois,shares border with,Washington D.C.,27919
Missouri,shares border with,Washington D.C.,27919
Nevada,shares border with,Washington D.C.,27919
New Jersey,shares border with,Washington D.C.,27919
New Mexico,shares border with,Washington D.C.,27919
