text,label,fe_id
Therese,NORP,15097
Bryan Bailey,PERSON,15097
Bailey,PERSON,15097
Bailey,PERSON,15097
several years,DATE,15097
Bailey,PERSON,15097
William Buchanan Stingley,PERSON,15097
Jr.,GPE,15097
40,DATE,15097
one,CARDINAL,15097
Bailey,PERSON,15097
Bailey,PERSON,15097
Stingley,ORG,15097
Mississippi Bureau of Investigation,ORG,15097
Warren Strain,PERSON,15097
Rankin County District,GPE,15097
Michael Guest,PERSON,15097
Guest,PERSON,15097
Bailey,PERSON,15097
Bailey,PERSON,15097
this morning,TIME,15097
Mississippi Law Enforcement Alliance for Peer Support,ORG,15097
L.E.A.P.S.,GPE,15097
this morning,TIME,15097
L.E.A.P.S.,GPE,15097
Tuesday,DATE,15097
evening,TIME,15097
Bailey,PERSON,15097
Rankin County,GPE,15097
Bailey,PERSON,15097
Ronnie Pennington,PERSON,15097
L.E.A.P.S.,GPE,15097
