subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,24722
Washington D.C.,twinned administrative body,Maryland,24722
Alabama,shares border with,Washington D.C.,24722
Arizona,shares border with,Washington D.C.,24722
California,shares border with,Washington D.C.,24722
Illinois,shares border with,Washington D.C.,24722
Missouri,shares border with,Washington D.C.,24722
Nevada,shares border with,Washington D.C.,24722
New Jersey,shares border with,Washington D.C.,24722
New York,shares border with,Washington D.C.,24722
Alabama,shares border with,Washington D.C.,24722
Arizona,shares border with,Washington D.C.,24722
California,shares border with,Washington D.C.,24722
Illinois,shares border with,Washington D.C.,24722
Missouri,shares border with,Washington D.C.,24722
Nevada,shares border with,Washington D.C.,24722
New Jersey,shares border with,Washington D.C.,24722
New Mexico,shares border with,Washington D.C.,24722
