subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,28799
Washington D.C.,twinned administrative body,Maryland,28799
Alabama,shares border with,Washington D.C.,28799
Arizona,shares border with,Washington D.C.,28799
California,shares border with,Washington D.C.,28799
Illinois,shares border with,Washington D.C.,28799
Missouri,shares border with,Washington D.C.,28799
Nevada,shares border with,Washington D.C.,28799
New Jersey,shares border with,Washington D.C.,28799
New York,shares border with,Washington D.C.,28799
Alabama,shares border with,Washington D.C.,28799
Arizona,shares border with,Washington D.C.,28799
California,shares border with,Washington D.C.,28799
Illinois,shares border with,Washington D.C.,28799
Missouri,shares border with,Washington D.C.,28799
Nevada,shares border with,Washington D.C.,28799
New Jersey,shares border with,Washington D.C.,28799
New Mexico,shares border with,Washington D.C.,28799
