subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,23653
Washington D.C.,twinned administrative body,Maryland,23653
Alabama,shares border with,Washington D.C.,23653
Arizona,shares border with,Washington D.C.,23653
California,shares border with,Washington D.C.,23653
Illinois,shares border with,Washington D.C.,23653
Missouri,shares border with,Washington D.C.,23653
Nevada,shares border with,Washington D.C.,23653
New Jersey,shares border with,Washington D.C.,23653
New York,shares border with,Washington D.C.,23653
Alabama,shares border with,Washington D.C.,23653
Arizona,shares border with,Washington D.C.,23653
California,shares border with,Washington D.C.,23653
Illinois,shares border with,Washington D.C.,23653
Missouri,shares border with,Washington D.C.,23653
Nevada,shares border with,Washington D.C.,23653
New Jersey,shares border with,Washington D.C.,23653
New Mexico,shares border with,Washington D.C.,23653
