text,label,fe_id
Thomas Vyverman,PERSON,24182
56,DATE,24182
Kalamazoo,GPE,24182
Kalamazoo County District Court,ORG,24182
EVyverman,ORG,24182
62-year-old,DATE,24182
Mary Muniz,PERSON,24182
66-year-old,DATE,24182
Juan Muniz,PERSON,24182
Kalamazoo,GPE,24182
KALAMAZOO,GPE,24182
March,DATE,24182
Kalamazoo,GPE,24182
two,CARDINAL,24182
Thomas Vyverman,PERSON,24182
56,DATE,24182
five,CARDINAL,24182
"Tuesday, March 20",DATE,24182
Mary,PERSON,24182
Juan Muniz,PERSON,24182
Vyverman,PERSON,24182
two,CARDINAL,24182
two,CARDINAL,24182
first,ORDINAL,24182
one,CARDINAL,24182
The Kalamazoo Gazette,PERSON,24182
Washington,GPE,24182
Division,ORG,24182
Edison,ORG,24182
shortly before 11:30 p.m. March 20,TIME,24182
Joel West,PERSON,24182
Vyverman,PERSON,24182
Ford,ORG,24182
F-150,PRODUCT,24182
Vyverman,PERSON,24182
Vyverman,PERSON,24182
Ford,ORG,24182
F-150,PRODUCT,24182
Stockbridge Avenue,FAC,24182
Portage Street,FAC,24182
Portage Street,FAC,24182
Juan Muniz,PERSON,24182
Mary Muniz,PERSON,24182
Kalamazoo,GPE,24182
March 20,DATE,24182
Portage,WORK_OF_ART,24182
West,LOC,24182
Vyverman,PERSON,24182
half-mile,QUANTITY,24182
Portage Street,FAC,24182
Crosstown Avenue,FAC,24182
Mary Muniz,PERSON,24182
Portage Street,FAC,24182
Crosstown Parkway,FAC,24182
Muniz,PERSON,24182
Juan Muniz,PERSON,24182
first,ORDINAL,24182
Bronson Methodist Hospital,ORG,24182
Vyverman,PERSON,24182
One,CARDINAL,24182
Vyverman,PERSON,24182
Vyverman,PERSON,24182
Fireball,GPE,24182
Gary Latham,PERSON,24182
Portage Street,FAC,24182
Vyverman,PERSON,24182
61,CARDINAL,24182
68 mph,QUANTITY,24182
Latham,PERSON,24182
Vyverman,PERSON,24182
Muniz,ORG,24182
Chevrolet Malibu,PERSON,24182
KDPS Detective,ORG,24182
John Stolsonburg,PERSON,24182
Bronson,PERSON,24182
Vyverman,PERSON,24182
Washington Avenue,FAC,24182
Vyverman,PERSON,24182
Portage Road,WORK_OF_ART,24182
Stolsonburg,PERSON,24182
Portage Road,WORK_OF_ART,24182
Vyverman,PERSON,24182
Stolsonburg,PERSON,24182
Vyverman,PERSON,24182
Washington,GPE,24182
Division,ORG,24182
Vyverman,PERSON,24182
Malibu,GPE,24182
Stolsonburg,PERSON,24182
Vyverman,PERSON,24182
Vyverman,PERSON,24182
Vyverman,PERSON,24182
about an hour,TIME,24182
Vyverman,PERSON,24182
Brendan Westrick,PERSON,24182
Vyverman,PERSON,24182
Vyverman,PERSON,24182
Westrick,PERSON,24182
Vyverman,PERSON,24182
Vyverman,PERSON,24182
two,CARDINAL,24182
Fireball,MONEY,24182
about 30 minutes,TIME,24182
Vyverman,PERSON,24182
0.21 percent,PERCENT,24182
more than two,CARDINAL,24182
0.08 percent,PERCENT,24182
Vyverman,PERSON,24182
Kalamazoo County District Court,ORG,24182
Richard A. Santoni,PERSON,24182
27 years,DATE,24182
Vyverman,PERSON,24182
Santoni,PERSON,24182
Vyverman,PERSON,24182
Vyverman,PERSON,24182
two,CARDINAL,24182
Santoni,PERSON,24182
Vyverman,PERSON,24182
April,DATE,24182
the Kalamazoo County Jail,GPE,24182
"500,000",MONEY,24182
