subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,16695
Washington D.C.,twinned administrative body,Maryland,16695
Alabama,shares border with,Washington D.C.,16695
Arizona,shares border with,Washington D.C.,16695
California,shares border with,Washington D.C.,16695
Illinois,shares border with,Washington D.C.,16695
Missouri,shares border with,Washington D.C.,16695
Nevada,shares border with,Washington D.C.,16695
New Jersey,shares border with,Washington D.C.,16695
New York,shares border with,Washington D.C.,16695
Alabama,shares border with,Washington D.C.,16695
Arizona,shares border with,Washington D.C.,16695
California,shares border with,Washington D.C.,16695
Illinois,shares border with,Washington D.C.,16695
Missouri,shares border with,Washington D.C.,16695
Nevada,shares border with,Washington D.C.,16695
New Jersey,shares border with,Washington D.C.,16695
New Mexico,shares border with,Washington D.C.,16695
