subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,27181
Washington D.C.,twinned administrative body,Maryland,27181
Alabama,shares border with,Washington D.C.,27181
Arizona,shares border with,Washington D.C.,27181
California,shares border with,Washington D.C.,27181
Illinois,shares border with,Washington D.C.,27181
Missouri,shares border with,Washington D.C.,27181
Nevada,shares border with,Washington D.C.,27181
New Jersey,shares border with,Washington D.C.,27181
New York,shares border with,Washington D.C.,27181
Alabama,shares border with,Washington D.C.,27181
Arizona,shares border with,Washington D.C.,27181
California,shares border with,Washington D.C.,27181
Illinois,shares border with,Washington D.C.,27181
Missouri,shares border with,Washington D.C.,27181
Nevada,shares border with,Washington D.C.,27181
New Jersey,shares border with,Washington D.C.,27181
New Mexico,shares border with,Washington D.C.,27181
