subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,24317
Washington D.C.,twinned administrative body,Maryland,24317
Alabama,shares border with,Washington D.C.,24317
Arizona,shares border with,Washington D.C.,24317
California,shares border with,Washington D.C.,24317
Illinois,shares border with,Washington D.C.,24317
Missouri,shares border with,Washington D.C.,24317
Nevada,shares border with,Washington D.C.,24317
New Jersey,shares border with,Washington D.C.,24317
New York,shares border with,Washington D.C.,24317
Alabama,shares border with,Washington D.C.,24317
Arizona,shares border with,Washington D.C.,24317
California,shares border with,Washington D.C.,24317
Illinois,shares border with,Washington D.C.,24317
Missouri,shares border with,Washington D.C.,24317
Nevada,shares border with,Washington D.C.,24317
New Jersey,shares border with,Washington D.C.,24317
New Mexico,shares border with,Washington D.C.,24317
