subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,29043
Washington D.C.,twinned administrative body,Maryland,29043
Alabama,shares border with,Washington D.C.,29043
Arizona,shares border with,Washington D.C.,29043
California,shares border with,Washington D.C.,29043
Illinois,shares border with,Washington D.C.,29043
Missouri,shares border with,Washington D.C.,29043
Nevada,shares border with,Washington D.C.,29043
New Jersey,shares border with,Washington D.C.,29043
New York,shares border with,Washington D.C.,29043
Alabama,shares border with,Washington D.C.,29043
Arizona,shares border with,Washington D.C.,29043
California,shares border with,Washington D.C.,29043
Illinois,shares border with,Washington D.C.,29043
Missouri,shares border with,Washington D.C.,29043
Nevada,shares border with,Washington D.C.,29043
New Jersey,shares border with,Washington D.C.,29043
New Mexico,shares border with,Washington D.C.,29043
