subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,24084
Washington D.C.,twinned administrative body,Maryland,24084
Alabama,shares border with,Washington D.C.,24084
Arizona,shares border with,Washington D.C.,24084
California,shares border with,Washington D.C.,24084
Illinois,shares border with,Washington D.C.,24084
Missouri,shares border with,Washington D.C.,24084
Nevada,shares border with,Washington D.C.,24084
New Jersey,shares border with,Washington D.C.,24084
New York,shares border with,Washington D.C.,24084
Alabama,shares border with,Washington D.C.,24084
Arizona,shares border with,Washington D.C.,24084
California,shares border with,Washington D.C.,24084
Illinois,shares border with,Washington D.C.,24084
Missouri,shares border with,Washington D.C.,24084
Nevada,shares border with,Washington D.C.,24084
New Jersey,shares border with,Washington D.C.,24084
New Mexico,shares border with,Washington D.C.,24084
