text,label,fe_id
CHIPPEWA COUNTY,GPE,30453
Mich.,GPE,30453
Marie,PERSON,30453
Chippewa County,GPE,30453
Thursday,DATE,30453
night,TIME,30453
the Chippewa County Sheriff’s Office,ORG,30453
Chippewa County Central Dispatch,PERSON,30453
911,CARDINAL,30453
about 7:59 p.m.,TIME,30453
June 17,DATE,30453
Sault Ste,PERSON,30453
Marie,PERSON,30453
one,CARDINAL,30453
M-129,GPE,30453
20th Street,FAC,30453
20-year-old,DATE,30453
Sault Ste,PERSON,30453
Marie,PERSON,30453
20th Street,FAC,30453
three,CARDINAL,30453
War Memorial Hospital,ORG,30453
Sault Ste,GPE,30453
Marie,PERSON,30453
Chippewa County Sheriff’s Office,ORG,30453
Sault Ste,PERSON,30453
Marie Police Department,ORG,30453
Sault Tribe Police Department,ORG,30453
Central Dispatch,ORG,30453
Cloverland Electric,ORG,30453
DTE,ORG,30453
Ashmun Street,FAC,30453
Sault Ste,LOC,30453
Marie,PERSON,30453
several hours,TIME,30453
the Chippewa County Sheriff’s Office,FAC,30453
906-635-6355,CARDINAL,30453
the Sheriff’s Facebook Page,PRODUCT,30453
the Chippewa County Sheriff’s Office,FAC,30453
the Chippewa County Sheriff’s Office,FAC,30453
2021,DATE,30453
