subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,14826
Washington D.C.,twinned administrative body,Maryland,14826
Alabama,shares border with,Washington D.C.,14826
Arizona,shares border with,Washington D.C.,14826
California,shares border with,Washington D.C.,14826
Illinois,shares border with,Washington D.C.,14826
Missouri,shares border with,Washington D.C.,14826
Nevada,shares border with,Washington D.C.,14826
New Jersey,shares border with,Washington D.C.,14826
New York,shares border with,Washington D.C.,14826
Alabama,shares border with,Washington D.C.,14826
Arizona,shares border with,Washington D.C.,14826
California,shares border with,Washington D.C.,14826
Illinois,shares border with,Washington D.C.,14826
Missouri,shares border with,Washington D.C.,14826
Nevada,shares border with,Washington D.C.,14826
New Jersey,shares border with,Washington D.C.,14826
New Mexico,shares border with,Washington D.C.,14826
