text,label,fe_id
Austin,GPE,23957
early Wednesday,DATE,23957
Texas,GPE,23957
two,CARDINAL,23957
four,CARDINAL,23957
Two,CARDINAL,23957
NBC News,ORG,23957
24-year-old,DATE,23957
Mark Anthony Conditt,PERSON,23957
Conditt,GPE,23957
the last 24 to 36 hours,DATE,23957
Interstate 35,FAC,23957
Round Rock,GPE,23957
Austin,GPE,23957
Brian Manley,PERSON,23957
Manley,ORG,23957
SWAT,ORG,23957
Conditt,PERSON,23957
one,CARDINAL,23957
second,ORDINAL,23957
Manley,ORG,23957
Conditt,PERSON,23957
Neighborhood,PERSON,23957
Pflugerville,GPE,23957
Austin,PERSON,23957
Meredith Yeomans,PERSON,23957
"March 21, 2018",DATE,23957
Conditt,PERSON,23957
AUSTIN BOMBING SUSPECT IS DEAD,WORK_OF_ART,23957
Donald Trump,PERSON,23957
Donald J. Trump,PERSON,23957
"March 21, 2018",DATE,23957
Manley,PERSON,23957
#,CARDINAL,23957
Federal,ORG,23957
#,CARDINAL,23957
Federal,ORG,23957
Brian Manley,PERSON,23957
@Chief_Manley,ORG,23957
"March 21, 2018",DATE,23957
Earlier Wednesday,DATE,23957
"the Bureau of Alcohol, Tobacco, Firearms and Explosives",ORG,23957
FBI,ORG,23957
Chris Combs,PERSON,23957
San Antonio,GPE,23957
Isaac Figueroa,PERSON,23957
26,DATE,23957
early Wednesday,DATE,23957
Bellamy Young,ORG,23957
Harry,PERSON,23957
Figueroa,PERSON,23957
Jeep,ORG,23957
Cherokee,PRODUCT,23957
Jeep,ORG,23957
Tuesday,DATE,23957
around 1 a.m.,TIME,23957
FedEx,GPE,23957
Schertz,GPE,23957
San Antonio,GPE,23957
about 60 miles,QUANTITY,23957
Austin,GPE,23957
One,CARDINAL,23957
Later in the morning,TIME,23957
FedEx,GPE,23957
Austin,GPE,23957
Authorities,ORG,23957
Austin,GPE,23957
FedEx,GPE,23957
Schertz,PERSON,23957
Sunset Valley,LOC,23957
Schertz,ORG,23957
two days,DATE,23957
two,CARDINAL,23957
Sunday,DATE,23957
night,TIME,23957
Austin,PERSON,23957
about 3 miles,QUANTITY,23957
FedEx,GPE,23957
three,CARDINAL,23957
Fred Milanowski,PERSON,23957
Houston,GPE,23957
"the U.S. Bureau of Alcohol, Tobacco, Firearms and Explosives",ORG,23957
two,CARDINAL,23957
Sunday,DATE,23957
20s,DATE,23957
Oval Office,ORG,23957
Tuesday,DATE,23957
Donald Trump,PERSON,23957
