subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,6381
Washington D.C.,twinned administrative body,Maryland,6381
Alabama,shares border with,Washington D.C.,6381
Arizona,shares border with,Washington D.C.,6381
California,shares border with,Washington D.C.,6381
Illinois,shares border with,Washington D.C.,6381
Missouri,shares border with,Washington D.C.,6381
Nevada,shares border with,Washington D.C.,6381
New Jersey,shares border with,Washington D.C.,6381
New York,shares border with,Washington D.C.,6381
Alabama,shares border with,Washington D.C.,6381
Arizona,shares border with,Washington D.C.,6381
California,shares border with,Washington D.C.,6381
Illinois,shares border with,Washington D.C.,6381
Missouri,shares border with,Washington D.C.,6381
Nevada,shares border with,Washington D.C.,6381
New Jersey,shares border with,Washington D.C.,6381
New Mexico,shares border with,Washington D.C.,6381
