subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,23168
Washington D.C.,twinned administrative body,Maryland,23168
Alabama,shares border with,Washington D.C.,23168
Arizona,shares border with,Washington D.C.,23168
California,shares border with,Washington D.C.,23168
Illinois,shares border with,Washington D.C.,23168
Missouri,shares border with,Washington D.C.,23168
Nevada,shares border with,Washington D.C.,23168
New Jersey,shares border with,Washington D.C.,23168
New York,shares border with,Washington D.C.,23168
Alabama,shares border with,Washington D.C.,23168
Arizona,shares border with,Washington D.C.,23168
California,shares border with,Washington D.C.,23168
Illinois,shares border with,Washington D.C.,23168
Missouri,shares border with,Washington D.C.,23168
Nevada,shares border with,Washington D.C.,23168
New Jersey,shares border with,Washington D.C.,23168
New Mexico,shares border with,Washington D.C.,23168
