text,label,fe_id
EL MONTE,ORG,16624
El Monte,GPE,16624
Thursday,DATE,16624
Lan Vuong,PERSON,16624
58,DATE,16624
more than 90 percent,PERCENT,16624
Wednesday,DATE,16624
3900,CARDINAL,16624
Glen Way,LOC,16624
59-year-old,DATE,16624
William Chau,PERSON,16624
Lan Vuong,PERSON,16624
El Monte,GPE,16624
Chau,ORG,16624
Detectives,ORG,16624
Wednesday,DATE,16624
two,CARDINAL,16624
Vuang,GPE,16624
80-year-old,DATE,16624
Nguyet Phit Dang,PERSON,16624
two,CARDINAL,16624
Detective Ray Lugo,PERSON,16624
the Sheriff’s Homicide Bureau,ORG,16624
48-year-old,DATE,16624
Duc Vuong,PERSON,16624
Wednesday,DATE,16624
Sheriff’s Homicide Lt,ORG,16624
Eddie Hernandez,PERSON,16624
Glen Way,LOC,16624
Los Angeles County,GPE,16624
El Monte,GPE,16624
the Sheriff’s Homicide Bureau,ORG,16624
Lan Vuong,PERSON,16624
Lugo,ORG,16624
Vuong,PERSON,16624
Duc,PERSON,16624
Lugo,ORG,16624
Duc Vuong,PERSON,16624
El Monte,GPE,16624
Lan Vuong,PERSON,16624
12-inch,QUANTITY,16624
one,CARDINAL,16624
Dang,PERSON,16624
