text,label,fe_id
Ventura,GPE,18822
VENTURA,GPE,18822
Calif.,GPE,18822
KABC,ORG,18822
Ventura County Superior Court,ORG,18822
Monday,DATE,18822
morning,TIME,18822
Ventura,GPE,18822
5500,CARDINAL,18822
Dorsey Street,FAC,18822
about 11 p.m.,TIME,18822
Sunday,DATE,18822
69-year-old,DATE,18822
Herbert Curtis III,PERSON,18822
three hours,TIME,18822
54-year-old,DATE,18822
Patricia Payne,PERSON,18822
Don King,PERSON,18822
Ventura County's,GPE,18822
first,ORDINAL,18822
African-American,NORP,18822
at least 18,CARDINAL,18822
three,CARDINAL,18822
two,CARDINAL,18822
