text,label,fe_id
Maranda Faris,PERSON,19489
USA TODAY,ORG,19489
Tennessee,GPE,19489
New Orleans,GPE,19489
Crockett County,GPE,19489
Thursday,DATE,19489
afternoon,TIME,19489
Highway 412,FAC,19489
Highway 88,FAC,19489
Alamo,FAC,19489
36-year-old,DATE,19489
Rodney James Hess,PERSON,19489
East,LOC,19489
Tennessee Bureau of Investigation,ORG,19489
Josh DeVine,PERSON,19489
Hess,PERSON,19489
Crockett County,GPE,19489
DeVine,ORG,19489
TBI,ORG,19489
Hess,PERSON,19489
Hess,PERSON,19489
DeVine,ORG,19489
At least one,CARDINAL,19489
Crockett County,GPE,19489
Hess,PERSON,19489
Hess,PERSON,19489
Hess,PERSON,19489
Highway 412,FAC,19489
Med,ORG,19489
DeVine,ORG,19489
around 2:15 p.m.,TIME,19489
Hess,PERSON,19489
Alamo,FAC,19489
DeVine,ORG,19489
DeVine,ORG,19489
between four and six,CARDINAL,19489
Crockett County Sheriff's Office,ORG,19489
Hess,PERSON,19489
the Alamo Police Department,ORG,19489
the Sheriff's Office,ORG,19489
DeVine,ORG,19489
Hess,PERSON,19489
9 p.m.,TIME,19489
TBI,ORG,19489
TBI,ORG,19489
Reach Maranda,PERSON,19489
731,CARDINAL,19489
425-9657,CARDINAL,19489
Twitter,PERSON,19489
@MarandaFaris,CARDINAL,19489
