subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,27903
Washington D.C.,twinned administrative body,Maryland,27903
Alabama,shares border with,Washington D.C.,27903
Arizona,shares border with,Washington D.C.,27903
California,shares border with,Washington D.C.,27903
Illinois,shares border with,Washington D.C.,27903
Missouri,shares border with,Washington D.C.,27903
Nevada,shares border with,Washington D.C.,27903
New Jersey,shares border with,Washington D.C.,27903
New York,shares border with,Washington D.C.,27903
Alabama,shares border with,Washington D.C.,27903
Arizona,shares border with,Washington D.C.,27903
California,shares border with,Washington D.C.,27903
Illinois,shares border with,Washington D.C.,27903
Missouri,shares border with,Washington D.C.,27903
Nevada,shares border with,Washington D.C.,27903
New Jersey,shares border with,Washington D.C.,27903
New Mexico,shares border with,Washington D.C.,27903
