text,label,fe_id
12:20 P.M.,TIME,18457
LOUIS •,ORG,18457
Monday,DATE,18457
George Bush III,PERSON,18457
19,DATE,18457
Monday,DATE,18457
morning,TIME,18457
7000,CARDINAL,18457
Winona Avenue,FAC,18457
St. Louis,GPE,18457
Laclede,GPE,18457
Smiley,ORG,18457
Leola,PRODUCT,18457
St. Louis,GPE,18457
about 19 years old,DATE,18457
about 100 yards,QUANTITY,18457
about 12:45 a.m.,TIME,18457
Bush,PERSON,18457
St. Louis,GPE,18457
about 7:30 p.m.,TIME,18457
Sunday,DATE,18457
Hampton,GPE,18457
Pernod,PERSON,18457
Francis Slay,PERSON,18457
Barnes Jewish Hospital,ORG,18457
46,DATE,18457
20-year,DATE,18457
St. Louis,GPE,18457
the same day,DATE,18457
San Antonio,GPE,18457
Sanibel,GPE,18457
Fla.,GPE,18457
Sunday,DATE,18457
evening,TIME,18457
late Sunday,DATE,18457
about 10:30 p.m.,TIME,18457
Kansas City,GPE,18457
Gladstone,GPE,18457
Mo.,GPE,18457
St. Louis,GPE,18457
Sam Dotson,PERSON,18457
the Post-Dispatch,ORG,18457
Dotson,PERSON,18457
two,CARDINAL,18457
the Post-Dispatch,ORG,18457
three,CARDINAL,18457
the Second District,LOC,18457
7 p.m.,TIME,18457
hundreds,CARDINAL,18457
three,CARDINAL,18457
the St. Louis Police Officers' Association,ORG,18457
Sunday,DATE,18457
Hampton,LOC,18457
Saturday,DATE,18457
Affton,GPE,18457
Affton,PERSON,18457
Saturday,DATE,18457
St. Louis,GPE,18457
500,CARDINAL,18457
West Poepping Street,LOC,18457
Dotson,PERSON,18457
Affton,PERSON,18457
Pernod,GPE,18457
Pernod,GPE,18457
Dotson,PERSON,18457
tonight,TIME,18457
Dotson,PERSON,18457
Dotson,PERSON,18457
St. Louis,GPE,18457
two,CARDINAL,18457
Arc School,ORG,18457
half,CARDINAL,18457
the St. Louis Police Officers Association Union Hall,ORG,18457
San Antonio,GPE,18457
Sunday,DATE,18457
San Antonio,GPE,18457
William McManus,PERSON,18457
Detective Benjamin Marconi,PERSON,18457
50,DATE,18457
20-year,DATE,18457
McManus,PERSON,18457
Sunday night,TIME,18457
Sanibel,PERSON,18457
the Fort Myers News-Press,ORG,18457
late Sunday,DATE,18457
late Sunday,DATE,18457
Gladstone,ORG,18457
the Kansas City Fraternal Order of Police,ORG,18457
Gladstone,ORG,18457
Missouri,GPE,18457
Eric Greitens,PERSON,18457
Sunday night,TIME,18457
this evening,TIME,18457
Gladstone,ORG,18457
tonight,TIME,18457
St. Louis,GPE,18457
"5,000",MONEY,18457
1-866-371-8477,CARDINAL,18457
