text,label,fe_id
77-year-old,DATE,630
Holocaust,EVENT,630
Nazi,NORP,630
World War II,EVENT,630
Saturday,DATE,630
Charlotte Lenga’s,PERSON,630
Friday,DATE,630
afternoon,TIME,630
Chevrolet,ORG,630
Suburban,PRODUCT,630
White Oak Avenue,FAC,630
Miranda Street,FAC,630
Encino,GPE,630
James McMann,PERSON,630
22,DATE,630
Chatsworth,PERSON,630
Frank McIntyre,PERSON,630
Saturday,DATE,630
Jason Lee,PERSON,630
Los Angeles Police Department,ORG,630
six,CARDINAL,630
Holocaust,ORG,630
last year,DATE,630
Ford Motor Co.,ORG,630
General Motors Co.,ORG,630
German,NORP,630
Holocaust,EVENT,630
Arthur Stern,PERSON,630
the Holocaust Restitution Committee,ORG,630
Los Angeles,GPE,630
the San Fernando Valley,LOC,630
Northridge,GPE,630
12:20 p.m.,TIME,630
Friday,DATE,630
an hour later,TIME,630
Encino,GPE,630
about noon,TIME,630
17700,DATE,630
Lanark Street,FAC,630
Northridge,GPE,630
Panorama City,GPE,630
Nordhoff Street,FAC,630
McMann,ORG,630
McMann,PERSON,630
Suburban,PRODUCT,630
Encino,GPE,630
Lenga,GPE,630
White Oak Avenue,FAC,630
Lenga,GPE,630
Lenga,GPE,630
"Sept. 28, 1923",DATE,630
Jasina-Korosmezo,NORP,630
Czechoslovakia,GPE,630
Auschwitz,ORG,630
Bergen-Belsen,ORG,630
Nazis,NORP,630
Lenga,GPE,630
Jewish,NORP,630
Mateszalko,GPE,630
Auschwitz,ORG,630
"May 21, 1944",DATE,630
World War II,EVENT,630
Lenga,GPE,630
German,NORP,630
Lenga,GPE,630
12-hour,TIME,630
March 1945,DATE,630
Bergen-Belsen,ORG,630
May 1945,DATE,630
Enna Goffman,PERSON,630
the Chabad Russian Project,ORG,630
West Hollywood,GPE,630
Holocaust,ORG,630
Lenga,GPE,630
Goffman,PERSON,630
one,CARDINAL,630
Zelzah Avenue,FAC,630
Charlotte,GPE,630
David Lenga,PERSON,630
10 years,DATE,630
Jewish,NORP,630
Sema Smith,PERSON,630
72,DATE,630
12,CARDINAL,630
1977,DATE,630
Hanukkah,PERSON,630
Smith,PERSON,630
White Oak Avenue,FAC,630
dozens,CARDINAL,630
Suburban,PRODUCT,630
Smith,ORG,630
Lenga,GPE,630
Smith,ORG,630
Lenga,GPE,630
Holocaust,EVENT,630
Times,ORG,630
Sue Fox,PERSON,630
