subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,27455
Washington D.C.,twinned administrative body,Maryland,27455
Alabama,shares border with,Washington D.C.,27455
Arizona,shares border with,Washington D.C.,27455
California,shares border with,Washington D.C.,27455
Illinois,shares border with,Washington D.C.,27455
Missouri,shares border with,Washington D.C.,27455
Nevada,shares border with,Washington D.C.,27455
New Jersey,shares border with,Washington D.C.,27455
New York,shares border with,Washington D.C.,27455
Alabama,shares border with,Washington D.C.,27455
Arizona,shares border with,Washington D.C.,27455
California,shares border with,Washington D.C.,27455
Illinois,shares border with,Washington D.C.,27455
Missouri,shares border with,Washington D.C.,27455
Nevada,shares border with,Washington D.C.,27455
New Jersey,shares border with,Washington D.C.,27455
New Mexico,shares border with,Washington D.C.,27455
