subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,28954
Washington D.C.,twinned administrative body,Maryland,28954
Alabama,shares border with,Washington D.C.,28954
Arizona,shares border with,Washington D.C.,28954
California,shares border with,Washington D.C.,28954
Illinois,shares border with,Washington D.C.,28954
Missouri,shares border with,Washington D.C.,28954
Nevada,shares border with,Washington D.C.,28954
New Jersey,shares border with,Washington D.C.,28954
New York,shares border with,Washington D.C.,28954
Alabama,shares border with,Washington D.C.,28954
Arizona,shares border with,Washington D.C.,28954
California,shares border with,Washington D.C.,28954
Illinois,shares border with,Washington D.C.,28954
Missouri,shares border with,Washington D.C.,28954
Nevada,shares border with,Washington D.C.,28954
New Jersey,shares border with,Washington D.C.,28954
New Mexico,shares border with,Washington D.C.,28954
