subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,30233
Washington D.C.,twinned administrative body,Maryland,30233
Alabama,shares border with,Washington D.C.,30233
Arizona,shares border with,Washington D.C.,30233
California,shares border with,Washington D.C.,30233
Illinois,shares border with,Washington D.C.,30233
Missouri,shares border with,Washington D.C.,30233
Nevada,shares border with,Washington D.C.,30233
New Jersey,shares border with,Washington D.C.,30233
New York,shares border with,Washington D.C.,30233
Alabama,shares border with,Washington D.C.,30233
Arizona,shares border with,Washington D.C.,30233
California,shares border with,Washington D.C.,30233
Illinois,shares border with,Washington D.C.,30233
Missouri,shares border with,Washington D.C.,30233
Nevada,shares border with,Washington D.C.,30233
New Jersey,shares border with,Washington D.C.,30233
New Mexico,shares border with,Washington D.C.,30233
