subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,11278
Washington D.C.,twinned administrative body,Maryland,11278
Alabama,shares border with,Washington D.C.,11278
Arizona,shares border with,Washington D.C.,11278
California,shares border with,Washington D.C.,11278
Illinois,shares border with,Washington D.C.,11278
Missouri,shares border with,Washington D.C.,11278
Nevada,shares border with,Washington D.C.,11278
New Jersey,shares border with,Washington D.C.,11278
New York,shares border with,Washington D.C.,11278
Alabama,shares border with,Washington D.C.,11278
Arizona,shares border with,Washington D.C.,11278
California,shares border with,Washington D.C.,11278
Illinois,shares border with,Washington D.C.,11278
Missouri,shares border with,Washington D.C.,11278
Nevada,shares border with,Washington D.C.,11278
New Jersey,shares border with,Washington D.C.,11278
New Mexico,shares border with,Washington D.C.,11278
