text,label,fe_id
Austin William Lanz,PERSON,30702
27-year-old,DATE,30702
Acworth,ORG,30702
Georgia,GPE,30702
Pentagon,ORG,30702
metro,FAC,30702
Pentagon,ORG,30702
Tuesday,DATE,30702
"August 3, 2021",DATE,30702
George Gonzalez,PERSON,30702
The Associated Press,ORG,30702
FBI,ORG,30702
the day,DATE,30702
Lanz,ORG,30702
Gonzalez,PERSON,30702
At least one,CARDINAL,30702
FBI,ORG,30702
Gonzalez,PERSON,30702
U.S. Army,ORG,30702
Iraq,GPE,30702
the Army Commendation Medal,ORG,30702
the Pentagon Force Protection Agency,ORG,30702
2018,DATE,30702
2020,DATE,30702
PFPA,ORG,30702
Pentagon,ORG,30702
U.S.,GPE,30702
Arlington,GPE,30702
Virginia,GPE,30702
Washington,GPE,30702
D.C.,GPE,30702
Lanz,ORG,30702
Pentagon,ORG,30702
Metrobus,ORG,30702
Pentagon Metro,FAC,30702
about 10:30 a.m.,TIME,30702
Pentagon,FAC,30702
Less than two hours,TIME,30702
Pentagon Force Protection Agency,ORG,30702
Woodrow Kusse,PERSON,30702
four hours,TIME,30702
1,CARDINAL,30702
FBI,ORG,30702
FBI,ORG,30702
the afternoon,TIME,30702
"Wednesday, August 4, 2021",DATE,30702
Lanz,ORG,30702
Gonzalez,PERSON,30702
Gonzalez,PERSON,30702
One,CARDINAL,30702
FBI,ORG,30702
approximately 10:40 a.m.,TIME,30702
Tuesday,DATE,30702
August 3,DATE,30702
the Pentagon Transit Center,FAC,30702
Arlington,GPE,30702
VA,GPE,30702
George Gonzalez,PERSON,30702
Officer Gonzalez,PERSON,30702
PFPA,ORG,30702
FBI,ORG,30702
Washington Field Office,ORG,30702
PFPA,ORG,30702
Metro Transit Police Department,ORG,30702
Arlington Virginia Police Department,ORG,30702
Austin William Lanz,PERSON,30702
27,DATE,30702
Acworth,ORG,30702
GA,GPE,30702
FBI,ORG,30702
The Associated Press,ORG,30702
Lanz,ORG,30702
Gonzalez,PERSON,30702
Lanz,PERSON,30702
The Washington Post,ORG,30702
Kusse,GPE,30702
Tuesday,DATE,30702
afternoon,TIME,30702
"Aug. 3, 2021",DATE,30702
Last night,TIME,30702
the Pentagon Force Protection Agency,ORG,30702
George Gonzalez,PERSON,30702
yesterday,DATE,30702
Pentagon,ORG,30702
1/5,CARDINAL,30702
Pentagon Force Protection Agency,ORG,30702
"August 4, 2021

",DATE,30702
Maryland,GPE,30702
Kusse,PERSON,30702
FOX 5 News,ORG,30702
Department of Defense,ORG,30702
Pentagon,ORG,30702
PFPA,ORG,30702
"Aug. 3, 2021",DATE,30702
Last night,TIME,30702
the Pentagon Force Protection Agency,ORG,30702
George Gonzalez,PERSON,30702
yesterday,DATE,30702
Pentagon,ORG,30702
Brooklyn,GPE,30702
New York,GPE,30702
Yankees,ORG,30702
New York City’s,GPE,30702
Canarsie High School,ORG,30702
George Gonzalez,PERSON,30702
"July 22, 2018",DATE,30702
Pentagon,ORG,30702
2020,DATE,30702
Officer Gonzalez,PERSON,30702
the Federal Bureau of Prisons,ORG,30702
the Transportation Security Administration,ORG,30702
United States Army,ORG,30702
Iraq,GPE,30702
Gonzalez,PERSON,30702
Officer Gonzalez,PERSON,30702
Gonzalez,PERSON,30702
2,CARDINAL,30702
Lanz Enlisted,ORG,30702
the U.S. Marine Corps,ORG,30702
2012,DATE,30702
1 Month,DATE,30702
The Associated Press,ORG,30702
October 2012,DATE,30702
Lanz,ORG,30702
the U.S. Marine Corps,ORG,30702
less than a month later,DATE,30702
Marine,NORP,30702
Metrorail Info,PERSON,30702
Pentagon,ORG,30702
Defense,ORG,30702
Lloyd Austin,PERSON,30702
Mark Milley,PERSON,30702
the Joint Chiefs of Staff,ORG,30702
Joe Biden,PERSON,30702
the White House,FAC,30702
WBALTV,ORG,30702
2010,DATE,30702
two,CARDINAL,30702
the Pentagon Force Protection Agency,ORG,30702
John Patrick Bedell,PERSON,30702
Bedell,ORG,30702
3,CARDINAL,30702
Lanz Was Arrested & Charged With Assault,ORG,30702
Cobb County,GPE,30702
Georgia,GPE,30702
April,DATE,30702
10:49 am,TIME,30702
Pentagon,ORG,30702
two,CARDINAL,30702
Metrobus,LOC,30702
Pentagon,ORG,30702
#,CARDINAL,30702
@WTOP,ORG,30702
Dave Statter,PERSON,30702
"August 3, 2021

",DATE,30702
Cobb County,GPE,30702
Georgia,GPE,30702
Lanz,ORG,30702
April 2021,DATE,30702
the same day,DATE,30702
two,CARDINAL,30702
Lanz,ORG,30702
"30,000",MONEY,30702
May 2021,DATE,30702
Lanz,ORG,30702
Dave Statter,PERSON,30702
metro,FAC,30702
Twitter,PRODUCT,30702
Pentagon,ORG,30702
two,CARDINAL,30702
10:49 am,TIME,30702
Pentagon,ORG,30702
two,CARDINAL,30702
Metrobus,LOC,30702
Pentagon,ORG,30702
#,CARDINAL,30702
@WTOP,ORG,30702
Dave Statter,PERSON,30702
"August 3, 2021",DATE,30702
10:49 am,TIME,30702
Pentagon,ORG,30702
two,CARDINAL,30702
Metrobus,LOC,30702
Pentagon,ORG,30702
Twitter,PRODUCT,30702
Statter,PERSON,30702
at least a dozen,CARDINAL,30702
Metrobus,ORG,30702
Two,CARDINAL,30702
Associated Press,ORG,30702
at least one,CARDINAL,30702
4,CARDINAL,30702
the George Washington University Hospital,ORG,30702
Escort,PRODUCT,30702
GW University Hospital,ORG,30702
The Pentagon,WORK_OF_ART,30702
https://t.co/cBOwXv5hf0,ORG,30702
@KevinLewis7News,NORP,30702
Brian Sasser,PERSON,30702
"August 3, 2021

",DATE,30702
George Washington University Hospital,ORG,30702
Gonzalez,PERSON,30702
August 3,DATE,30702
GW University Hospital,ORG,30702
Pentagon,ORG,30702
Brian Sasser,PERSON,30702
Twitter,PRODUCT,30702
Victoria Sanchez,PERSON,30702
DC,GPE,30702
Pentagon,ORG,30702
Twitter,PERSON,30702
Pentagon,ORG,30702
this morning,TIME,30702
1/5,CARDINAL,30702
Defense,ORG,30702
"August 3, 2021

",DATE,30702
Defense,ORG,30702
Lloyd Austin,PERSON,30702
half,CARDINAL,30702
Pentagon,ORG,30702
the tens of thousands,CARDINAL,30702
Pentagon,ORG,30702
daily,DATE,30702
today,DATE,30702
5,CARDINAL,30702
FBI,ORG,30702
the Investigation & Officials Are Digging Into Lanz’s Background,ORG,30702
FBI,ORG,30702
The Associated Press,ORG,30702
Lanz,ORG,30702
Pentagon,ORG,30702
Pentagon,ORG,30702
about two hours,TIME,30702
the Department of Defense,ORG,30702
today,DATE,30702
Pentagon,ORG,30702
Austin Lanz,PERSON,30702
27,DATE,30702
Georgia,GPE,30702
Lanz,ORG,30702
the Marine Corps,ORG,30702
October,DATE,30702
12,CARDINAL,30702
less than a month later,DATE,30702
Mike Balsamo,PERSON,30702
"August 3, 2021",DATE,30702
the Pentagon Force Protection Agency,ORG,30702
Twitter,PRODUCT,30702
Metro,FAC,30702
