subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,13671
Washington D.C.,twinned administrative body,Maryland,13671
Alabama,shares border with,Washington D.C.,13671
Arizona,shares border with,Washington D.C.,13671
California,shares border with,Washington D.C.,13671
Illinois,shares border with,Washington D.C.,13671
Missouri,shares border with,Washington D.C.,13671
Nevada,shares border with,Washington D.C.,13671
New Jersey,shares border with,Washington D.C.,13671
New York,shares border with,Washington D.C.,13671
Alabama,shares border with,Washington D.C.,13671
Arizona,shares border with,Washington D.C.,13671
California,shares border with,Washington D.C.,13671
Illinois,shares border with,Washington D.C.,13671
Missouri,shares border with,Washington D.C.,13671
Nevada,shares border with,Washington D.C.,13671
New Jersey,shares border with,Washington D.C.,13671
New Mexico,shares border with,Washington D.C.,13671
