subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,29873
Washington D.C.,twinned administrative body,Maryland,29873
Alabama,shares border with,Washington D.C.,29873
Arizona,shares border with,Washington D.C.,29873
California,shares border with,Washington D.C.,29873
Illinois,shares border with,Washington D.C.,29873
Missouri,shares border with,Washington D.C.,29873
Nevada,shares border with,Washington D.C.,29873
New Jersey,shares border with,Washington D.C.,29873
New York,shares border with,Washington D.C.,29873
Alabama,shares border with,Washington D.C.,29873
Arizona,shares border with,Washington D.C.,29873
California,shares border with,Washington D.C.,29873
Illinois,shares border with,Washington D.C.,29873
Missouri,shares border with,Washington D.C.,29873
Nevada,shares border with,Washington D.C.,29873
New Jersey,shares border with,Washington D.C.,29873
New Mexico,shares border with,Washington D.C.,29873
