subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,21590
Washington D.C.,twinned administrative body,Maryland,21590
Alabama,shares border with,Washington D.C.,21590
Arizona,shares border with,Washington D.C.,21590
California,shares border with,Washington D.C.,21590
Illinois,shares border with,Washington D.C.,21590
Missouri,shares border with,Washington D.C.,21590
Nevada,shares border with,Washington D.C.,21590
New Jersey,shares border with,Washington D.C.,21590
New York,shares border with,Washington D.C.,21590
Alabama,shares border with,Washington D.C.,21590
Arizona,shares border with,Washington D.C.,21590
California,shares border with,Washington D.C.,21590
Illinois,shares border with,Washington D.C.,21590
Missouri,shares border with,Washington D.C.,21590
Nevada,shares border with,Washington D.C.,21590
New Jersey,shares border with,Washington D.C.,21590
New Mexico,shares border with,Washington D.C.,21590
