subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,16938
Washington D.C.,twinned administrative body,Maryland,16938
Alabama,shares border with,Washington D.C.,16938
Arizona,shares border with,Washington D.C.,16938
California,shares border with,Washington D.C.,16938
Illinois,shares border with,Washington D.C.,16938
Missouri,shares border with,Washington D.C.,16938
Nevada,shares border with,Washington D.C.,16938
New Jersey,shares border with,Washington D.C.,16938
New York,shares border with,Washington D.C.,16938
Alabama,shares border with,Washington D.C.,16938
Arizona,shares border with,Washington D.C.,16938
California,shares border with,Washington D.C.,16938
Illinois,shares border with,Washington D.C.,16938
Missouri,shares border with,Washington D.C.,16938
Nevada,shares border with,Washington D.C.,16938
New Jersey,shares border with,Washington D.C.,16938
New Mexico,shares border with,Washington D.C.,16938
