subject,predicate,object,fe_id
Georgia,contains administrative territorial entity,Stephens County,30291
Georgia,contains administrative territorial entity,Habersham County,30291
Stephens County,located in the administrative territorial entity,Georgia,30291
Habersham County,located in the administrative territorial entity,Georgia,30291
Georgia,contains administrative territorial entity,Stephens County,30291
Georgia,contains administrative territorial entity,Habersham County,30291
Stephens County,located in the administrative territorial entity,Georgia,30291
Stephens County,shares border with,Habersham County,30291
Habersham County,located in the administrative territorial entity,Georgia,30291
Habersham County,shares border with,Stephens County,30291
Stephens County,shares border with,Habersham County,30291
Habersham County,shares border with,Stephens County,30291
