subject,predicate,object,fe_id
Maryland,twinned administrative body,Washington D.C.,16617
Washington D.C.,twinned administrative body,Maryland,16617
Alabama,shares border with,Washington D.C.,16617
Arizona,shares border with,Washington D.C.,16617
California,shares border with,Washington D.C.,16617
Illinois,shares border with,Washington D.C.,16617
Missouri,shares border with,Washington D.C.,16617
Nevada,shares border with,Washington D.C.,16617
New Jersey,shares border with,Washington D.C.,16617
New York,shares border with,Washington D.C.,16617
Alabama,shares border with,Washington D.C.,16617
Arizona,shares border with,Washington D.C.,16617
California,shares border with,Washington D.C.,16617
Illinois,shares border with,Washington D.C.,16617
Missouri,shares border with,Washington D.C.,16617
Nevada,shares border with,Washington D.C.,16617
New Jersey,shares border with,Washington D.C.,16617
New Mexico,shares border with,Washington D.C.,16617
